fueltype,mon,jd,M,jd_min,lat,lon,elev,ffmc,ws,waz,bui,ps,saz,pc,pdf,gfl,cur,time,pattern,ftypeN
C2,,,,,51.621244,-115.608378,1951.0,,,,,,320.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1953.0,,,,,,307.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,1958.0,,,,,,264.0,,,1.15,,20,,3
C1,,,,,51.621244,-115.608378,1974.0,,,,,,249.0,,,0.75,,20,,1
C3,,,,,51.621244,-115.608378,1995.0,,,,,,241.0,,,1.15,,20,,3
C1,,,,,51.621244,-115.608378,2022.0,,,,,,231.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2043.0,,,,,,217.0,,,0.75,,20,,1
NF,,,,,51.621244,-115.608378,2063.0,,,,,,211.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2080.0,,,,,,213.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2094.0,,,,,,225.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2112.0,,,,,,241.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2127.0,,,,,,255.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2142.0,,,,,,265.0,,,0.35,60.0,20,,31
C1,,,,,51.621244,-115.608378,2164.0,,,,,,270.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2198.0,,,,,,271.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2230.0,,,,,,268.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2231.0,,,,,,106.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2203.0,,,,,,111.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2193.0,,,,,,151.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2193.0,,,,,,155.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2186.0,,,,,,149.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2180.0,,,,,,139.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2155.0,,,,,,127.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2118.0,,,,,,128.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2089.0,,,,,,134.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2066.0,,,,,,136.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,2039.0,,,,,,132.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,2010.0,,,,,,129.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,1985.0,,,,,,126.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1960.0,,,,,,127.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1943.0,,,,,,128.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1931.0,,,,,,118.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1918.0,,,,,,100.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1915.0,,,,,,40.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1917.0,,,,,,4.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1917.0,,,,,,7.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1913.0,,,,,,21.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1907.0,,,,,,16.0,,,0.8,,20,,2
